"Postcode","annual_consume","year","type"
"1011",340056,2009,"gas"
"1012",776274,2009,"gas"
"1013",450308,2009,"gas"
"1014",47258,2009,"gas"
"1015",546624,2009,"gas"
"1016",567887,2009,"gas"
"1017",924005,2009,"gas"
"1018",508725,2009,"gas"
"1019",189473,2009,"gas"
"1021",228864,2009,"gas"
"1022",78576,2009,"gas"
"1023",238172,2009,"gas"
"1024",333683,2009,"gas"
"1025",311853,2009,"gas"
"1026",38374,2009,"gas"
"1027",22940,2009,"gas"
"1028",34514,2009,"gas"
"1031",221476,2009,"gas"
"1032",285757,2009,"gas"
"1033",446138,2009,"gas"
"1034",401187,2009,"gas"
"1035",334445,2009,"gas"
"1036",12472,2009,"gas"
"1037",5962,2009,"gas"
"1041",14075,2009,"gas"
"1042",53201,2009,"gas"
"1043",30821,2009,"gas"
"1045",2788,2009,"gas"
"1046",86642,2009,"gas"
"1047",1878,2009,"gas"
"1051",272039,2009,"gas"
"1052",335271,2009,"gas"
"1053",396343,2009,"gas"
"1054",557137,2009,"gas"
"1055",435615,2009,"gas"
"1056",401392,2009,"gas"
"1057",380176,2009,"gas"
"1058",360515,2009,"gas"
"1059",192030,2009,"gas"
"1060",132701,2009,"gas"
"1061",243400,2009,"gas"
"1062",163422,2009,"gas"
"1063",395826,2009,"gas"
"1064",395186,2009,"gas"
"1065",319792,2009,"gas"
"1066",419379,2009,"gas"
"1067",454984,2009,"gas"
"1068",324035,2009,"gas"
"1069",332254,2009,"gas"
"1071",910784,2009,"gas"
"1072",374748,2009,"gas"
"1073",350836,2009,"gas"
"1074",266753,2009,"gas"
"1075",533580,2009,"gas"
"1076",265459,2009,"gas"
"1077",531058,2009,"gas"
"1078",466469,2009,"gas"
"1079",464289,2009,"gas"
"1081",138528,2009,"gas"
"1082",234416,2009,"gas"
"1083",174002,2009,"gas"
"1086",2988,2009,"gas"
"1091",403279,2009,"gas"
"1092",260797,2009,"gas"
"1093",203869,2009,"gas"
"1094",286580,2009,"gas"
"1095",230336,2009,"gas"
"1096",74033,2009,"gas"
"1097",500079,2009,"gas"
"1098",483478,2009,"gas"
"1101",54487,2009,"gas"
"1102",213090,2009,"gas"
"1103",131807,2009,"gas"
"1104",158143,2009,"gas"
"1105",44410,2009,"gas"
"1106",346295,2009,"gas"
"1107",316774,2009,"gas"
"1108",57476,2009,"gas"
"1109",57488,2009,"gas"
"1111",371782,2009,"gas"
"1112",253380,2009,"gas"
"1113",121628,2009,"gas"
"1115",4404,2009,"gas"
"1121",471430,2009,"gas"
"1127",70326,2009,"gas"
"1131",589053,2009,"gas"
"1132",465471,2009,"gas"
"1135",398788,2009,"gas"
"1141",476262,2009,"gas"
"1145",22542,2009,"gas"
"1151",105922,2009,"gas"
"1153",20629,2009,"gas"
"1154",6788,2009,"gas"
"1156",85772,2009,"gas"
"1171",5553,2009,"gas"
"1211",495640,2009,"gas"
"1212",135917,2009,"gas"
"1213",466543,2009,"gas"
"1214",395294,2009,"gas"
"1215",496848,2009,"gas"
"1216",391676,2009,"gas"
"1217",593488,2009,"gas"
"1218",176560,2009,"gas"
"1221",333844,2009,"gas"
"1222",461346,2009,"gas"
"1223",408817,2009,"gas"
"1231",492504,2009,"gas"
"1241",324403,2009,"gas"
"1243",92768,2009,"gas"
"1244",92585,2009,"gas"
"1251",903131,2009,"gas"
"1252",12558,2009,"gas"
"1261",701977,2009,"gas"
"1271",448782,2009,"gas"
"1272",492612,2009,"gas"
"1273",375586,2009,"gas"
"1274",190495,2009,"gas"
"1275",74518,2009,"gas"
"1276",280789,2009,"gas"
"1277",74288,2009,"gas"
"1319",4536,2009,"gas"
"1331",7694,2009,"gas"
"1332",31144,2009,"gas"
"1333",390643,2009,"gas"
"1334",42645,2009,"gas"
"1335",323840,2009,"gas"
"1336",136532,2009,"gas"
"1338",313720,2009,"gas"
"1339",314509,2009,"gas"
"1341",4333,2009,"gas"
"1343",55253,2009,"gas"
"1349",15646,2009,"gas"
"1351",109416,2009,"gas"
"1352",72384,2009,"gas"
"1353",162397,2009,"gas"
"1354",125290,2009,"gas"
"1355",136272,2009,"gas"
"1356",123324,2009,"gas"
"1357",164641,2009,"gas"
"1358",13332,2009,"gas"
"1359",64902,2009,"gas"
"1361",2583,2009,"gas"
"1381",225259,2009,"gas"
"1382",326618,2009,"gas"
"1383",116246,2009,"gas"
"1393",68911,2009,"gas"
"1394",255784,2009,"gas"
"1398",168216,2009,"gas"
"1399",165495,2009,"gas"
"1401",304923,2009,"gas"
"1402",538425,2009,"gas"
"1403",378041,2009,"gas"
"1404",257443,2009,"gas"
"1405",194739,2009,"gas"
"1406",196369,2009,"gas"
"1411",623747,2009,"gas"
"1412",408010,2009,"gas"
"1424",2855,2009,"gas"
"1441",420779,2009,"gas"
"1442",229028,2009,"gas"
"1443",164304,2009,"gas"
"1444",197694,2009,"gas"
"1445",6770,2009,"gas"
"1447",8537,2009,"gas"
"1448",3514,2009,"gas"
"1451",19348,2009,"gas"
"1452",89158,2009,"gas"
"1454",27875,2009,"gas"
"1456",88403,2009,"gas"
"1458",7935,2009,"gas"
"1461",160058,2009,"gas"
"1462",207979,2009,"gas"
"1463",34523,2009,"gas"
"1464",50244,2009,"gas"
"1471",46951,2009,"gas"
"1472",32545,2009,"gas"
"1473",41079,2009,"gas"
"1474",129008,2009,"gas"
"1475",33731,2009,"gas"
"1476",4133,2009,"gas"
"1477",8264,2009,"gas"
"1481",11166,2009,"gas"
"1482",6036,2009,"gas"
"1483",189048,2009,"gas"
"1484",43165,2009,"gas"
"1485",2945,2009,"gas"
"1486",32645,2009,"gas"
"1487",8556,2009,"gas"
"1488",2122,2009,"gas"
"1501",282368,2009,"gas"
"1502",312058,2009,"gas"
"1503",277264,2009,"gas"
"1504",212681,2009,"gas"
"1505",242906,2009,"gas"
"1506",627720,2009,"gas"
"1507",398438,2009,"gas"
"1508",161282,2009,"gas"
"1509",271296,2009,"gas"
"1511",382713,2009,"gas"
"1521",549133,2009,"gas"
"1525",27423,2009,"gas"
"1531",464492,2009,"gas"
"1534",28968,2009,"gas"
"1541",536466,2009,"gas"
"1544",329701,2009,"gas"
"1546",39285,2009,"gas"
"1551",232160,2009,"gas"
"1561",402472,2009,"gas"
"1562",326012,2009,"gas"
"1566",495675,2009,"gas"
"1567",97113,2009,"gas"
"1601",433425,2009,"gas"
"1602",365759,2009,"gas"
"1606",196932,2009,"gas"
"1607",107398,2009,"gas"
"1608",85441,2009,"gas"
"1609",9631,2009,"gas"
"1611",407508,2009,"gas"
"1613",340510,2009,"gas"
"1614",103192,2009,"gas"
"1616",306703,2009,"gas"
"1617",85962,2009,"gas"
"1619",290573,2009,"gas"
"1621",342881,2009,"gas"
"1622",242206,2009,"gas"
"1623",131380,2009,"gas"
"1624",254180,2009,"gas"
"1625",389060,2009,"gas"
"1627",49105,2009,"gas"
"1628",434497,2009,"gas"
"1631",28883,2009,"gas"
"1633",156083,2009,"gas"
"1634",21228,2009,"gas"
"1636",63716,2009,"gas"
"1641",48128,2009,"gas"
"1642",1950,2009,"gas"
"1643",30619,2009,"gas"
"1645",145221,2009,"gas"
"1646",5742,2009,"gas"
"1647",130136,2009,"gas"
"1648",127169,2009,"gas"
"1652",26881,2009,"gas"
"1654",44361,2009,"gas"
"1655",52375,2009,"gas"
"1657",88480,2009,"gas"
"1658",9596,2009,"gas"
"1661",21208,2009,"gas"
"1662",12271,2009,"gas"
"1663",11024,2009,"gas"
"1671",351241,2009,"gas"
"1674",82918,2009,"gas"
"1676",51243,2009,"gas"
"1678",59265,2009,"gas"
"1679",97902,2009,"gas"
"1681",36429,2009,"gas"
"1682",12531,2009,"gas"
"1683",21202,2009,"gas"
"1684",16456,2009,"gas"
"1685",16463,2009,"gas"
"1686",9043,2009,"gas"
"1687",235922,2009,"gas"
"1688",112684,2009,"gas"
"1689",471265,2009,"gas"
"1691",34230,2009,"gas"
"1692",3124,2009,"gas"
"1693",319128,2009,"gas"
"1695",167193,2009,"gas"
"1696",82696,2009,"gas"
"1697",44908,2009,"gas"
"1701",395605,2009,"gas"
"1702",364396,2009,"gas"
"1703",455377,2009,"gas"
"1704",362764,2009,"gas"
"1705",186024,2009,"gas"
"1711",82376,2009,"gas"
"1713",247165,2009,"gas"
"1715",153120,2009,"gas"
"1716",94631,2009,"gas"
"1718",189717,2009,"gas"
"1719",25785,2009,"gas"
"1721",195543,2009,"gas"
"1722",201930,2009,"gas"
"1723",214406,2009,"gas"
"1724",139289,2009,"gas"
"1731",130618,2009,"gas"
"1732",37922,2009,"gas"
"1733",144689,2009,"gas"
"1734",19076,2009,"gas"
"1735",84025,2009,"gas"
"1736",19062,2009,"gas"
"1738",118399,2009,"gas"
"1741",488221,2009,"gas"
"1742",309280,2009,"gas"
"1744",94563,2009,"gas"
"1746",83512,2009,"gas"
"1747",129369,2009,"gas"
"1749",257690,2009,"gas"
"1751",127510,2009,"gas"
"1752",39101,2009,"gas"
"1753",24392,2009,"gas"
"1754",52344,2009,"gas"
"1755",77473,2009,"gas"
"1756",136129,2009,"gas"
"1757",35283,2009,"gas"
"1759",154815,2009,"gas"
"1761",357384,2009,"gas"
"1764",284159,2009,"gas"
"1766",99325,2009,"gas"
"1767",42306,2009,"gas"
"1768",43683,2009,"gas"
"1769",8707,2009,"gas"
"1771",289458,2009,"gas"
"1773",22427,2009,"gas"
"1774",113524,2009,"gas"
"1775",211029,2009,"gas"
"1777",231792,2009,"gas"
"1778",41187,2009,"gas"
"1779",136929,2009,"gas"
"1781",497616,2009,"gas"
"1782",511432,2009,"gas"
"1783",144383,2009,"gas"
"1784",409789,2009,"gas"
"1785",371195,2009,"gas"
"1786",26029,2009,"gas"
"1787",125645,2009,"gas"
"1788",394867,2009,"gas"
"1789",37395,2009,"gas"
"1791",338046,2009,"gas"
"1792",65900,2009,"gas"
"1793",20104,2009,"gas"
"1794",72749,2009,"gas"
"1795",96786,2009,"gas"
"1796",143911,2009,"gas"
"1797",51895,2009,"gas"
"1811",325458,2009,"gas"
"1812",60612,2009,"gas"
"1813",259904,2009,"gas"
"1814",412284,2009,"gas"
"1815",359613,2009,"gas"
"1816",292209,2009,"gas"
"1817",228096,2009,"gas"
"1821",60790,2009,"gas"
"1822",120575,2009,"gas"
"1823",230420,2009,"gas"
"1824",285453,2009,"gas"
"1825",274614,2009,"gas"
"1826",236032,2009,"gas"
"1827",290516,2009,"gas"
"1829",190159,2009,"gas"
"1831",97753,2009,"gas"
"1832",10242,2009,"gas"
"1834",230113,2009,"gas"
"1841",90113,2009,"gas"
"1842",34103,2009,"gas"
"1843",36047,2009,"gas"
"1844",8185,2009,"gas"
"1847",14385,2009,"gas"
"1851",588737,2009,"gas"
"1852",466064,2009,"gas"
"1861",474459,2009,"gas"
"1862",326060,2009,"gas"
"1865",59620,2009,"gas"
"1871",278244,2009,"gas"
"1873",61057,2009,"gas"
"1921",6281,2009,"gas"
"1931",256929,2009,"gas"
"1934",188682,2009,"gas"
"1935",119882,2009,"gas"
"1951",212074,2009,"gas"
"1971",348977,2009,"gas"
"1972",332828,2009,"gas"
"1973",214600,2009,"gas"
"1974",111347,2009,"gas"
"1975",75076,2009,"gas"
"1976",103075,2009,"gas"
"1981",124410,2009,"gas"
"1985",150292,2009,"gas"
"1991",351930,2009,"gas"
"1992",47685,2009,"gas"
"2011",798724,2009,"gas"
"2012",701908,2009,"gas"
"2013",386708,2009,"gas"
"2014",338293,2009,"gas"
"2015",277378,2009,"gas"
"2021",349553,2009,"gas"
"2022",322834,2009,"gas"
"2023",544760,2009,"gas"
"2024",402894,2009,"gas"
"2025",323724,2009,"gas"
"2026",205186,2009,"gas"
"2031",176193,2009,"gas"
"2032",277805,2009,"gas"
"2033",416084,2009,"gas"
"2034",283943,2009,"gas"
"2035",155875,2009,"gas"
"2036",212481,2009,"gas"
"2037",223835,2009,"gas"
"2061",2556,2009,"gas"
"2063",43625,2009,"gas"
"2071",355001,2009,"gas"
"2082",220143,2009,"gas"
"2121",3827,2009,"gas"
"2159",35873,2009,"gas"
"2161",612364,2009,"gas"
"2162",250872,2009,"gas"
"2163",85441,2009,"gas"
"2171",447566,2009,"gas"
"2172",233794,2009,"gas"
"2181",376398,2009,"gas"
"2182",516914,2009,"gas"
"2191",116189,2009,"gas"
"2201",456061,2009,"gas"
"2202",473177,2009,"gas"
"2203",147787,2009,"gas"
"2204",33152,2009,"gas"
"2211",527154,2009,"gas"
"2215",473272,2009,"gas"
"2221",321306,2009,"gas"
"2222",55682,2009,"gas"
"2223",204569,2009,"gas"
"2224",240412,2009,"gas"
"2225",457569,2009,"gas"
"2231",529396,2009,"gas"
"2235",120914,2009,"gas"
"2241",444658,2009,"gas"
"2242",627843,2009,"gas"
"2243",405715,2009,"gas"
"2244",254480,2009,"gas"
"2245",126801,2009,"gas"
"2251",375368,2009,"gas"
"2252",256388,2009,"gas"
"2253",330909,2009,"gas"
"2254",24697,2009,"gas"
"2266",3712,2009,"gas"
"2311",505748,2009,"gas"
"2312",563615,2009,"gas"
"2313",566513,2009,"gas"
"2314",170693,2009,"gas"
"2315",327880,2009,"gas"
"2316",268508,2009,"gas"
"2317",314982,2009,"gas"
"2318",125552,2009,"gas"
"2321",302979,2009,"gas"
"2322",10706,2009,"gas"
"2323",10523,2009,"gas"
"2324",224200,2009,"gas"
"2331",44731,2009,"gas"
"2332",250165,2009,"gas"
"2333",55688,2009,"gas"
"2334",82978,2009,"gas"
"2341",390430,2009,"gas"
"2342",64901,2009,"gas"
"2343",341037,2009,"gas"
"2351",225690,2009,"gas"
"2352",217016,2009,"gas"
"2353",370623,2009,"gas"
"2355",64456,2009,"gas"
"2361",177293,2009,"gas"
"2362",12681,2009,"gas"
"2371",356222,2009,"gas"
"2374",30901,2009,"gas"
"2375",65150,2009,"gas"
"2376",28596,2009,"gas"
"2377",123491,2009,"gas"
"2381",211846,2009,"gas"
"2382",121115,2009,"gas"
"2391",253298,2009,"gas"
"2394",196662,2009,"gas"
"2396",168819,2009,"gas"
"2401",266293,2009,"gas"
"2402",342809,2009,"gas"
"2403",284680,2009,"gas"
"2404",179603,2009,"gas"
"2405",275074,2009,"gas"
"2406",359519,2009,"gas"
"2407",49007,2009,"gas"
"2408",350959,2009,"gas"
"2421",387253,2009,"gas"
"2431",76553,2009,"gas"
"2432",16669,2009,"gas"
"2435",92692,2009,"gas"
"2441",139485,2009,"gas"
"2445",65278,2009,"gas"
"2451",208619,2009,"gas"
"2461",367330,2009,"gas"
"2465",62427,2009,"gas"
"2471",63423,2009,"gas"
"2481",148444,2009,"gas"
"2597",3659,2009,"gas"
"2665",10478,2009,"gas"
"2731",113657,2009,"gas"
"2735",4715,2009,"gas"
"2742",3073,2009,"gas"
"2751",162197,2009,"gas"
"2752",20152,2009,"gas"
"2761",256179,2009,"gas"
"2771",583128,2009,"gas"
"3059",2280,2009,"gas"
"3739",5446,2009,"gas"
"3771",609452,2009,"gas"
"3772",493594,2009,"gas"
"3773",101412,2009,"gas"
"3774",304862,2009,"gas"
"3775",18918,2009,"gas"
"3776",72281,2009,"gas"
"3781",480609,2009,"gas"
"3784",73439,2009,"gas"
"3785",64112,2009,"gas"
"3792",7603,2009,"gas"
"3794",28546,2009,"gas"
"3815",3824,2009,"gas"
"3821",26994,2009,"gas"
"3841",289220,2009,"gas"
"3842",240654,2009,"gas"
"3843",254131,2009,"gas"
"3844",363460,2009,"gas"
"3845",184589,2009,"gas"
"3846",79101,2009,"gas"
"3847",13164,2009,"gas"
"3848",131471,2009,"gas"
"3849",144357,2009,"gas"
"3851",566611,2009,"gas"
"3852",310896,2009,"gas"
"3853",356008,2009,"gas"
"3861",485452,2009,"gas"
"3862",517539,2009,"gas"
"3863",208307,2009,"gas"
"3864",179710,2009,"gas"
"3871",425122,2009,"gas"
"3881",616156,2009,"gas"
"3882",472153,2009,"gas"
"3886",147925,2009,"gas"
"3888",150505,2009,"gas"
"3891",182077,2009,"gas"
"3892",180683,2009,"gas"
"3893",182677,2009,"gas"
"3896",12046,2009,"gas"
"3897",50832,2009,"gas"
"3898",19636,2009,"gas"
"3899",21702,2009,"gas"
"3905",1779,2009,"gas"
"3907",4907,2009,"gas"
"3927",4811,2009,"gas"
"4001",514344,2009,"gas"
"4002",113283,2009,"gas"
"4003",266997,2009,"gas"
"4004",85717,2009,"gas"
"4005",197777,2009,"gas"
"4006",105969,2009,"gas"
"4007",189516,2009,"gas"
"4011",81404,2009,"gas"
"4012",70814,2009,"gas"
"4013",44005,2009,"gas"
"4014",65619,2009,"gas"
"4016",13666,2009,"gas"
"4021",175282,2009,"gas"
"4023",26666,2009,"gas"
"4024",94940,2009,"gas"
"4031",109011,2009,"gas"
"4032",36959,2009,"gas"
"4033",242375,2009,"gas"
"4041",232806,2009,"gas"
"4043",238369,2009,"gas"
"4051",214370,2009,"gas"
"4053",35781,2009,"gas"
"4054",56352,2009,"gas"
"4061",83160,2009,"gas"
"4062",9225,2009,"gas"
"4063",17308,2009,"gas"
"4064",43799,2009,"gas"
"4101",375170,2009,"gas"
"4102",282303,2009,"gas"
"4103",50666,2009,"gas"
"4104",73015,2009,"gas"
"4105",221319,2009,"gas"
"4106",3121,2009,"gas"
"4107",3752,2009,"gas"
"4111",30527,2009,"gas"
"4112",146357,2009,"gas"
"4115",10618,2009,"gas"
"4116",126560,2009,"gas"
"4117",29869,2009,"gas"
"4119",18124,2009,"gas"
"4151",21810,2009,"gas"
"4152",35441,2009,"gas"
"4153",161070,2009,"gas"
"4155",17315,2009,"gas"
"4156",42805,2009,"gas"
"4157",28325,2009,"gas"
"4158",112602,2009,"gas"
"4171",102345,2009,"gas"
"4174",42114,2009,"gas"
"4175",128811,2009,"gas"
"4176",29441,2009,"gas"
"4181",128876,2009,"gas"
"4182",13183,2009,"gas"
"4184",58727,2009,"gas"
"4185",33369,2009,"gas"
"4191",497171,2009,"gas"
"4194",120197,2009,"gas"
"4196",105829,2009,"gas"
"4197",46031,2009,"gas"
"4214",91077,2009,"gas"
"5301",509081,2009,"gas"
"5302",28594,2009,"gas"
"5305",74218,2009,"gas"
"5306",124748,2009,"gas"
"5307",37139,2009,"gas"
"5308",83728,2009,"gas"
"5311",117767,2009,"gas"
"5313",26114,2009,"gas"
"5314",69818,2009,"gas"
"5315",24972,2009,"gas"
"5316",28793,2009,"gas"
"5317",59713,2009,"gas"
"5321",244718,2009,"gas"
"5324",215759,2009,"gas"
"5325",42602,2009,"gas"
"5327",39503,2009,"gas"
"5328",121391,2009,"gas"
"5331",370323,2009,"gas"
"5333",25382,2009,"gas"
"5334",112404,2009,"gas"
"5335",23129,2009,"gas"
"5555",1917,2009,"gas"
"6511",393845,2009,"gas"
"6512",160272,2009,"gas"
"6515",35989,2009,"gas"
"6521",295770,2009,"gas"
"6522",191658,2009,"gas"
"6523",369766,2009,"gas"
"6524",208171,2009,"gas"
"6525",341435,2009,"gas"
"6531",458631,2009,"gas"
"6532",184702,2009,"gas"
"6533",479261,2009,"gas"
"6534",85382,2009,"gas"
"6535",264080,2009,"gas"
"6536",200423,2009,"gas"
"6537",350481,2009,"gas"
"6538",344661,2009,"gas"
"6541",278481,2009,"gas"
"6542",269443,2009,"gas"
"6543",291895,2009,"gas"
"6544",167609,2009,"gas"
"6545",225142,2009,"gas"
"6546",281098,2009,"gas"
"6551",128944,2009,"gas"
"6561",284668,2009,"gas"
"6562",480410,2009,"gas"
"6564",56617,2009,"gas"
"6566",253451,2009,"gas"
"6571",100166,2009,"gas"
"6572",15436,2009,"gas"
"6573",171495,2009,"gas"
"6574",29946,2009,"gas"
"6575",2181,2009,"gas"
"6576",102740,2009,"gas"
"6577",7333,2009,"gas"
"6578",66590,2009,"gas"
"6579",33113,2009,"gas"
"6581",524228,2009,"gas"
"6582",87761,2009,"gas"
"6601",409270,2009,"gas"
"6602",361416,2009,"gas"
"6603",177062,2009,"gas"
"6604",198378,2009,"gas"
"6605",305627,2009,"gas"
"6606",21312,2009,"gas"
"6611",111669,2009,"gas"
"6612",45046,2009,"gas"
"6613",37555,2009,"gas"
"6616",40305,2009,"gas"
"6617",83983,2009,"gas"
"6621",176792,2009,"gas"
"6624",69870,2009,"gas"
"6626",105020,2009,"gas"
"6627",60150,2009,"gas"
"6628",27323,2009,"gas"
"6629",40271,2009,"gas"
"6631",91891,2009,"gas"
"6634",37913,2009,"gas"
"6641",512672,2009,"gas"
"6642",139498,2009,"gas"
"6644",131080,2009,"gas"
"6645",115035,2009,"gas"
"6651",374070,2009,"gas"
"6652",66664,2009,"gas"
"6653",83835,2009,"gas"
"6654",67843,2009,"gas"
"6655",46012,2009,"gas"
"6657",105369,2009,"gas"
"6658",289089,2009,"gas"
"6659",127533,2009,"gas"
"6661",436676,2009,"gas"
"6662",441601,2009,"gas"
"6663",196856,2009,"gas"
"6665",160299,2009,"gas"
"6666",233513,2009,"gas"
"6668",51884,2009,"gas"
"6669",214931,2009,"gas"
"6671",195687,2009,"gas"
"6672",9371,2009,"gas"
"6673",90197,2009,"gas"
"6674",104075,2009,"gas"
"6675",83634,2009,"gas"
"6676",4249,2009,"gas"
"6677",21206,2009,"gas"
"6678",102149,2009,"gas"
"6681",491170,2009,"gas"
"6684",9179,2009,"gas"
"6685",76662,2009,"gas"
"6686",135163,2009,"gas"
"6687",129927,2009,"gas"
"6691",335737,2009,"gas"
"6701",121720,2009,"gas"
"6702",90728,2009,"gas"
"6703",100110,2009,"gas"
"6704",28620,2009,"gas"
"6705",67945,2009,"gas"
"6706",234477,2009,"gas"
"6707",152559,2009,"gas"
"6708",273699,2009,"gas"
"6709",8297,2009,"gas"
"6711",447585,2009,"gas"
"6712",227822,2009,"gas"
"6713",376819,2009,"gas"
"6714",169729,2009,"gas"
"6715",203044,2009,"gas"
"6716",291456,2009,"gas"
"6717",399448,2009,"gas"
"6718",153543,2009,"gas"
"6721",709490,2009,"gas"
"6731",156942,2009,"gas"
"6732",174448,2009,"gas"
"6733",99283,2009,"gas"
"6741",675084,2009,"gas"
"6744",163449,2009,"gas"
"6745",18860,2009,"gas"
"6811",361464,2009,"gas"
"6812",122900,2009,"gas"
"6813",219268,2009,"gas"
"6814",367821,2009,"gas"
"6815",148766,2009,"gas"
"6816",119856,2009,"gas"
"6821",280676,2009,"gas"
"6822",257830,2009,"gas"
"6823",337003,2009,"gas"
"6824",444019,2009,"gas"
"6825",229728,2009,"gas"
"6826",323141,2009,"gas"
"6827",87484,2009,"gas"
"6828",511299,2009,"gas"
"6831",97316,2009,"gas"
"6832",158560,2009,"gas"
"6833",226000,2009,"gas"
"6834",64790,2009,"gas"
"6835",176348,2009,"gas"
"6836",303895,2009,"gas"
"6841",124929,2009,"gas"
"6842",94712,2009,"gas"
"6843",339042,2009,"gas"
"6844",120608,2009,"gas"
"6845",182327,2009,"gas"
"6846",1440,2009,"gas"
"6851",427223,2009,"gas"
"6852",325928,2009,"gas"
"6861",320014,2009,"gas"
"6862",344979,2009,"gas"
"6865",274454,2009,"gas"
"6866",182681,2009,"gas"
"6869",33244,2009,"gas"
"6871",455614,2009,"gas"
"6874",89365,2009,"gas"
"6881",489465,2009,"gas"
"6882",301455,2009,"gas"
"6883",217882,2009,"gas"
"6891",94923,2009,"gas"
"6901",344184,2009,"gas"
"6902",99133,2009,"gas"
"6903",294955,2009,"gas"
"6904",298750,2009,"gas"
"6905",95662,2009,"gas"
"6909",91385,2009,"gas"
"6911",85102,2009,"gas"
"6913",40460,2009,"gas"
"6914",60340,2009,"gas"
"6915",146243,2009,"gas"
"6916",125242,2009,"gas"
"6917",34720,2009,"gas"
"6921",323961,2009,"gas"
"6922",13619,2009,"gas"
"6923",76311,2009,"gas"
"6924",57029,2009,"gas"
"6931",300227,2009,"gas"
"6932",65777,2009,"gas"
"6941",238385,2009,"gas"
"6942",565202,2009,"gas"
"6951",357596,2009,"gas"
"6952",216950,2009,"gas"
"6953",112650,2009,"gas"
"6955",68782,2009,"gas"
"6956",50969,2009,"gas"
"6957",45336,2009,"gas"
"6961",499275,2009,"gas"
"6964",51742,2009,"gas"
"6971",427806,2009,"gas"
"6974",31778,2009,"gas"
"6975",13078,2009,"gas"
"6981",241439,2009,"gas"
"6982",100307,2009,"gas"
"6983",126706,2009,"gas"
"6984",9197,2009,"gas"
"6986",63721,2009,"gas"
"6987",130006,2009,"gas"
"6988",44017,2009,"gas"
"6991",365068,2009,"gas"
"6994",71986,2009,"gas"
"6996",94615,2009,"gas"
"6997",30408,2009,"gas"
"6998",42926,2009,"gas"
"6999",91643,2009,"gas"
"7001",250123,2009,"gas"
"7002",264250,2009,"gas"
"7003",120323,2009,"gas"
"7004",193196,2009,"gas"
"7005",71256,2009,"gas"
"7006",367917,2009,"gas"
"7007",244107,2009,"gas"
"7008",36760,2009,"gas"
"7009",319452,2009,"gas"
"7011",252163,2009,"gas"
"7021",451964,2009,"gas"
"7025",101397,2009,"gas"
"7031",341469,2009,"gas"
"7035",73885,2009,"gas"
"7036",33045,2009,"gas"
"7037",113116,2009,"gas"
"7038",136499,2009,"gas"
"7039",48987,2009,"gas"
"7041",382682,2009,"gas"
"7044",17271,2009,"gas"
"7045",24749,2009,"gas"
"7046",2523,2009,"gas"
"7047",48659,2009,"gas"
"7048",7726,2009,"gas"
"7051",287682,2009,"gas"
"7054",46693,2009,"gas"
"7055",61597,2009,"gas"
"7061",245847,2009,"gas"
"7064",239541,2009,"gas"
"7065",59038,2009,"gas"
"7071",455383,2009,"gas"
"7075",86803,2009,"gas"
"7076",29924,2009,"gas"
"7077",27141,2009,"gas"
"7078",41223,2009,"gas"
"7081",200887,2009,"gas"
"7083",4534,2009,"gas"
"7084",50388,2009,"gas"
"7091",345339,2009,"gas"
"7095",37730,2009,"gas"
"7101",591649,2009,"gas"
"7102",219594,2009,"gas"
"7103",269299,2009,"gas"
"7104",62454,2009,"gas"
"7105",20627,2009,"gas"
"7106",12520,2009,"gas"
"7107",38114,2009,"gas"
"7108",37649,2009,"gas"
"7109",22681,2009,"gas"
"7113",13538,2009,"gas"
"7115",15684,2009,"gas"
"7119",16450,2009,"gas"
"7121",420188,2009,"gas"
"7122",476397,2009,"gas"
"7123",55497,2009,"gas"
"7126",83063,2009,"gas"
"7131",482190,2009,"gas"
"7132",90955,2009,"gas"
"7134",53669,2009,"gas"
"7135",60079,2009,"gas"
"7136",106714,2009,"gas"
"7137",67094,2009,"gas"
"7141",419101,2009,"gas"
"7142",21526,2009,"gas"
"7151",385128,2009,"gas"
"7152",151866,2009,"gas"
"7156",169767,2009,"gas"
"7157",65058,2009,"gas"
"7161",470444,2009,"gas"
"7165",5205,2009,"gas"
"7201",360952,2009,"gas"
"7202",80147,2009,"gas"
"7203",211120,2009,"gas"
"7204",406087,2009,"gas"
"7205",87121,2009,"gas"
"7206",232802,2009,"gas"
"7207",240752,2009,"gas"
"7211",215294,2009,"gas"
"7213",205888,2009,"gas"
"7214",100247,2009,"gas"
"7215",16101,2009,"gas"
"7216",6644,2009,"gas"
"7217",86277,2009,"gas"
"7218",71828,2009,"gas"
"7221",114644,2009,"gas"
"7223",53237,2009,"gas"
"7224",8953,2009,"gas"
"7225",18662,2009,"gas"
"7226",7598,2009,"gas"
"7227",61660,2009,"gas"
"7231",270179,2009,"gas"
"7232",94858,2009,"gas"
"7233",25468,2009,"gas"
"7234",33415,2009,"gas"
"7241",427714,2009,"gas"
"7242",236685,2009,"gas"
"7244",87170,2009,"gas"
"7245",205444,2009,"gas"
"7251",378823,2009,"gas"
"7255",357204,2009,"gas"
"7256",84051,2009,"gas"
"7261",363950,2009,"gas"
"7263",45143,2009,"gas"
"7271",392538,2009,"gas"
"7273",26315,2009,"gas"
"7274",70065,2009,"gas"
"7275",27219,2009,"gas"
"7311",460185,2009,"gas"
"7312",504106,2009,"gas"
"7313",167507,2009,"gas"
