"Postcode","annual_consume","year","type"
"3067",1273830,2010,"electricity"
"3068",1234835,2010,"electricity"
"3069",999756,2010,"electricity"
"3071",733127,2010,"electricity"
"3072",679056,2010,"electricity"
"3073",799142,2010,"electricity"
"3074",754711,2010,"electricity"
"3075",817041,2010,"electricity"
"3076",831870,2010,"electricity"
"3077",908063,2010,"electricity"
"3078",734224,2010,"electricity"
"3079",870846,2010,"electricity"
"3081",665817,2010,"electricity"
"3082",785953,2010,"electricity"
"3083",1092814,2010,"electricity"
"3084",228673,2010,"electricity"
"3085",704720,2010,"electricity"
"3086",671281,2010,"electricity"
"3087",153429,2010,"electricity"
"3088",172085,2010,"electricity"
"3089",111112,2010,"electricity"
"3111",743975,2010,"electricity"
"3112",814016,2010,"electricity"
"3113",68928,2010,"electricity"
"3114",500950,2010,"electricity"
"3115",81868,2010,"electricity"
"3116",318100,2010,"electricity"
"3117",707136,2010,"electricity"
"3118",296196,2010,"electricity"
"3119",580042,2010,"electricity"
"3121",392333,2010,"electricity"
"3122",512531,2010,"electricity"
"3123",454847,2010,"electricity"
"3124",469006,2010,"electricity"
"3125",251889,2010,"electricity"
"3130",11671,2010,"electricity"
"3131",1095273,2010,"electricity"
"3132",732917,2010,"electricity"
"3133",282601,2010,"electricity"
"3134",572897,2010,"electricity"
"3135",733288,2010,"electricity"
"3136",787352,2010,"electricity"
"3137",717747,2010,"electricity"
"3138",39009,2010,"electricity"
"3141",424922,2010,"electricity"
"3142",395589,2010,"electricity"
"3143",219598,2010,"electricity"
"3144",389369,2010,"electricity"
"3145",416274,2010,"electricity"
"3146",293959,2010,"electricity"
"3147",5234,2010,"electricity"
"3151",838049,2010,"electricity"
"3161",840853,2010,"electricity"
"3162",257919,2010,"electricity"
"3165",25049,2010,"electricity"
"3171",455926,2010,"electricity"
"3172",52541,2010,"electricity"
"3176",145088,2010,"electricity"
"3181",928594,2010,"electricity"
"3190",3517,2010,"electricity"
"3191",717267,2010,"electricity"
"3192",518126,2010,"electricity"
"3193",371190,2010,"electricity"
"3194",430113,2010,"electricity"
"3195",423500,2010,"electricity"
"3197",33455,2010,"electricity"
"3198",65874,2010,"electricity"
"3200",2648,2010,"electricity"
"3201",836249,2010,"electricity"
"3202",516182,2010,"electricity"
"3203",228485,2010,"electricity"
"3204",455569,2010,"electricity"
"3205",517710,2010,"electricity"
"3206",501640,2010,"electricity"
"3207",924495,2010,"electricity"
"3208",561953,2010,"electricity"
"3209",118077,2010,"electricity"
"3211",161335,2010,"electricity"
"3212",83556,2010,"electricity"
"3214",430227,2010,"electricity"
"3216",126832,2010,"electricity"
"3218",245481,2010,"electricity"
"3221",404396,2010,"electricity"
"3222",322532,2010,"electricity"
"3223",912618,2010,"electricity"
"3224",560950,2010,"electricity"
"3225",522421,2010,"electricity"
"3227",125128,2010,"electricity"
"3231",374667,2010,"electricity"
"3232",596108,2010,"electricity"
"3233",826295,2010,"electricity"
"3234",83102,2010,"electricity"
"3235",629592,2010,"electricity"
"3237",213051,2010,"electricity"
"3238",216222,2010,"electricity"
"3241",610713,2010,"electricity"
"3243",84768,2010,"electricity"
"3244",170397,2010,"electricity"
"3245",469709,2010,"electricity"
"3247",401590,2010,"electricity"
"3248",183094,2010,"electricity"
"3249",91381,2010,"electricity"
"3251",294661,2010,"electricity"
"3252",202795,2010,"electricity"
"3253",468928,2010,"electricity"
"3255",349496,2010,"electricity"
"3256",122026,2010,"electricity"
"3257",189318,2010,"electricity"
"3258",173705,2010,"electricity"
"3261",937554,2010,"electricity"
"3262",782453,2010,"electricity"
"3263",278063,2010,"electricity"
"3264",347219,2010,"electricity"
"3265",150133,2010,"electricity"
"3267",163147,2010,"electricity"
"3271",427291,2010,"electricity"
"3273",198801,2010,"electricity"
"3274",322728,2010,"electricity"
"3281",794992,2010,"electricity"
"3284",294617,2010,"electricity"
"3286",367955,2010,"electricity"
"3291",635732,2010,"electricity"
"3292",48278,2010,"electricity"
"3293",41911,2010,"electricity"
"3295",777937,2010,"electricity"
"3297",499030,2010,"electricity"
"3299",301344,2010,"electricity"
"3300",10356,2010,"electricity"
"3311",1294884,2010,"electricity"
"3312",795537,2010,"electricity"
"3313",364721,2010,"electricity"
"3314",914302,2010,"electricity"
"3315",1052572,2010,"electricity"
"3316",542172,2010,"electricity"
"3317",837229,2010,"electricity"
"3318",368536,2010,"electricity"
"3319",799327,2010,"electricity"
"3328",916319,2010,"electricity"
"3329",197051,2010,"electricity"
"3331",813231,2010,"electricity"
"3332",682569,2010,"electricity"
"3333",419049,2010,"electricity"
"3334",508321,2010,"electricity"
"3335",369977,2010,"electricity"
"3336",60775,2010,"electricity"
"3341",587057,2010,"electricity"
"3342",479418,2010,"electricity"
"3343",388865,2010,"electricity"
"3344",380325,2010,"electricity"
"3351",585905,2010,"electricity"
"3352",255757,2010,"electricity"
"3353",423608,2010,"electricity"
"3354",225486,2010,"electricity"
"3355",331973,2010,"electricity"
"3356",409691,2010,"electricity"
"3361",588623,2010,"electricity"
"3362",711134,2010,"electricity"
"3363",359032,2010,"electricity"
"3364",235039,2010,"electricity"
"3366",89225,2010,"electricity"
"3370",3749,2010,"electricity"
"3371",900575,2010,"electricity"
"3372",303269,2010,"electricity"
"3373",87942,2010,"electricity"
"3381",487587,2010,"electricity"
"3401",1280369,2010,"electricity"
"3402",767620,2010,"electricity"
"3403",200503,2010,"electricity"
"3404",729652,2010,"electricity"
"3405",381859,2010,"electricity"
"3411",930786,2010,"electricity"
"3412",122631,2010,"electricity"
"3413",22538,2010,"electricity"
"3415",157375,2010,"electricity"
"3417",1109458,2010,"electricity"
"3421",1015097,2010,"electricity"
"3425",122594,2010,"electricity"
"3431",907172,2010,"electricity"
"3432",528188,2010,"electricity"
"3433",518808,2010,"electricity"
"3434",721657,2010,"electricity"
"3435",585023,2010,"electricity"
"3436",531021,2010,"electricity"
"3437",1108204,2010,"electricity"
"3438",782734,2010,"electricity"
"3439",345535,2010,"electricity"
"3441",448170,2010,"electricity"
"3442",367071,2010,"electricity"
"3443",575670,2010,"electricity"
"3444",44379,2010,"electricity"
"3445",384193,2010,"electricity"
"3446",643905,2010,"electricity"
"3447",65895,2010,"electricity"
"3448",658917,2010,"electricity"
"3449",249060,2010,"electricity"
"3451",866502,2010,"electricity"
"3452",487264,2010,"electricity"
"3453",594884,2010,"electricity"
"3454",1221727,2010,"electricity"
"3455",75566,2010,"electricity"
"3461",360259,2010,"electricity"
"3464",71656,2010,"electricity"
"3465",221202,2010,"electricity"
"3466",157489,2010,"electricity"
"3467",77027,2010,"electricity"
"3471",465297,2010,"electricity"
"3474",296663,2010,"electricity"
"3481",1017816,2010,"electricity"
"3511",1897306,2010,"electricity"
"3512",1295849,2010,"electricity"
"3513",418469,2010,"electricity"
"3514",615056,2010,"electricity"
"3515",314987,2010,"electricity"
"3521",394993,2010,"electricity"
"3522",591437,2010,"electricity"
"3523",596634,2010,"electricity"
"3524",794427,2010,"electricity"
"3525",341211,2010,"electricity"
"3526",782841,2010,"electricity"
"3527",749063,2010,"electricity"
"3528",41524,2010,"electricity"
"3531",807070,2010,"electricity"
"3532",451253,2010,"electricity"
"3533",584590,2010,"electricity"
"3534",184443,2010,"electricity"
"3541",30801,2010,"electricity"
"3542",377053,2010,"electricity"
"3543",418445,2010,"electricity"
"3544",815910,2010,"electricity"
"3545",32991,2010,"electricity"
"3546",32461,2010,"electricity"
"3551",556784,2010,"electricity"
"3552",407705,2010,"electricity"
"3553",527305,2010,"electricity"
"3554",431897,2010,"electricity"
"3555",607310,2010,"electricity"
"3561",599628,2010,"electricity"
"3562",699209,2010,"electricity"
"3563",478351,2010,"electricity"
"3564",577286,2010,"electricity"
"3565",224237,2010,"electricity"
"3566",57600,2010,"electricity"
"3571",822212,2010,"electricity"
"3572",950264,2010,"electricity"
"3573",272824,2010,"electricity"
"3581",905550,2010,"electricity"
"3582",574787,2010,"electricity"
"3583",491328,2010,"electricity"
"3584",258277,2010,"electricity"
"3585",76383,2010,"electricity"
"3601",699788,2010,"electricity"
"3602",282661,2010,"electricity"
"3603",332498,2010,"electricity"
"3604",151333,2010,"electricity"
"3605",495479,2010,"electricity"
"3606",73159,2010,"electricity"
"3607",1014521,2010,"electricity"
"3608",244280,2010,"electricity"
"3611",60276,2010,"electricity"
"3612",148152,2010,"electricity"
"3615",155385,2010,"electricity"
"3621",1160426,2010,"electricity"
"3625",53556,2010,"electricity"
"3626",107985,2010,"electricity"
"3628",376294,2010,"electricity"
"3631",95487,2010,"electricity"
"3632",496429,2010,"electricity"
"3633",223948,2010,"electricity"
"3634",66217,2010,"electricity"
"3641",1462971,2010,"electricity"
"3642",250061,2010,"electricity"
"3643",128688,2010,"electricity"
"3645",871153,2010,"electricity"
"3646",114054,2010,"electricity"
"3648",689093,2010,"electricity"
"3651",8783,2010,"electricity"
"3652",81695,2010,"electricity"
"3653",32119,2010,"electricity"
"3701",1116493,2010,"electricity"
"3702",330470,2010,"electricity"
"3703",563042,2010,"electricity"
"3704",782844,2010,"electricity"
"3705",912400,2010,"electricity"
"3706",493836,2010,"electricity"
"3707",714933,2010,"electricity"
"3708",475954,2010,"electricity"
"3709",52724,2010,"electricity"
"3711",178925,2010,"electricity"
"3712",197370,2010,"electricity"
"3721",743245,2010,"electricity"
"3722",618343,2010,"electricity"
"3723",1211724,2010,"electricity"
"3731",618441,2010,"electricity"
"3732",472008,2010,"electricity"
"3734",402841,2010,"electricity"
"3735",341339,2010,"electricity"
"3737",329550,2010,"electricity"
"3738",576252,2010,"electricity"
"3739",203661,2010,"electricity"
"3741",874988,2010,"electricity"
"3742",813645,2010,"electricity"
"3743",746540,2010,"electricity"
"3744",126443,2010,"electricity"
"3749",65935,2010,"electricity"
"3751",869562,2010,"electricity"
"3752",1177973,2010,"electricity"
"3754",102113,2010,"electricity"
"3755",933872,2010,"electricity"
"3761",663377,2010,"electricity"
"3762",854816,2010,"electricity"
"3763",286433,2010,"electricity"
"3764",493053,2010,"electricity"
"3765",448279,2010,"electricity"
"3766",613765,2010,"electricity"
"3768",740684,2010,"electricity"
"3769",711573,2010,"electricity"
"3771",9648,2010,"electricity"
"3791",316299,2010,"electricity"
"3811",1243817,2010,"electricity"
"3812",1288854,2010,"electricity"
"3813",894552,2010,"electricity"
"3814",421855,2010,"electricity"
"3815",852914,2010,"electricity"
"3816",781634,2010,"electricity"
"3817",1014053,2010,"electricity"
"3818",1039531,2010,"electricity"
"3819",17009,2010,"electricity"
"3821",119046,2010,"electricity"
"3822",478871,2010,"electricity"
"3823",751842,2010,"electricity"
"3824",1071004,2010,"electricity"
"3825",643557,2010,"electricity"
"3826",174774,2010,"electricity"
"3828",959083,2010,"electricity"
"3829",293721,2010,"electricity"
"3831",1262318,2010,"electricity"
"3832",392083,2010,"electricity"
"3833",767205,2010,"electricity"
"3834",211680,2010,"electricity"
"3835",80604,2010,"electricity"
"3836",60641,2010,"electricity"
"3901",1016100,2010,"electricity"
"3902",861996,2010,"electricity"
"3903",705226,2010,"electricity"
"3904",1076409,2010,"electricity"
"3905",1335650,2010,"electricity"
"3906",517368,2010,"electricity"
"3911",1398523,2010,"electricity"
"3912",61279,2010,"electricity"
"3921",333323,2010,"electricity"
"3922",54145,2010,"electricity"
"3927",589627,2010,"electricity"
"3931",1331937,2010,"electricity"
"3941",1122902,2010,"electricity"
"3945",364646,2010,"electricity"
"3947",224048,2010,"electricity"
"3951",536501,2010,"electricity"
"3953",233927,2010,"electricity"
"3956",821918,2010,"electricity"
"3958",603839,2010,"electricity"
"3959",151593,2010,"electricity"
"3961",961776,2010,"electricity"
"3962",767481,2010,"electricity"
"3971",1025249,2010,"electricity"
"3972",1009977,2010,"electricity"
"3981",784213,2010,"electricity"
"3984",488999,2010,"electricity"
"3985",292445,2010,"electricity"
"3989",2909,2010,"electricity"
"3991",1465975,2010,"electricity"
"3992",694506,2010,"electricity"
"3993",444558,2010,"electricity"
"3994",1112161,2010,"electricity"
"3995",307085,2010,"electricity"
"3997",107786,2010,"electricity"
"3998",313914,2010,"electricity"
"3999",96664,2010,"electricity"
"4121",135679,2010,"electricity"
"4122",100072,2010,"electricity"
"4124",130399,2010,"electricity"
"4126",129551,2010,"electricity"
"4128",365990,2010,"electricity"
"4130",10530,2010,"electricity"
"4131",473036,2010,"electricity"
"4132",510204,2010,"electricity"
"4133",511529,2010,"electricity"
"4141",551786,2010,"electricity"
"4142",380109,2010,"electricity"
"4143",648559,2010,"electricity"
"4145",179492,2010,"electricity"
"4147",291783,2010,"electricity"
"4161",191390,2010,"electricity"
"4163",22386,2010,"electricity"
"4191",24570,2010,"electricity"
"4200",3510,2010,"electricity"
"4201",798336,2010,"electricity"
"4202",56686,2010,"electricity"
"4203",69594,2010,"electricity"
"4204",482364,2010,"electricity"
"4205",770322,2010,"electricity"
"4206",206516,2010,"electricity"
"4207",810088,2010,"electricity"
"4208",13070,2010,"electricity"
"4209",140346,2010,"electricity"
"4211",69066,2010,"electricity"
"4212",7123,2010,"electricity"
"4213",98475,2010,"electricity"
"4214",6747,2010,"electricity"
"4221",148126,2010,"electricity"
"4223",172975,2010,"electricity"
"4225",216101,2010,"electricity"
"4231",375257,2010,"electricity"
"4233",288198,2010,"electricity"
"4235",66157,2010,"electricity"
"4241",404440,2010,"electricity"
"4243",106396,2010,"electricity"
"4245",169957,2010,"electricity"
"4247",115327,2010,"electricity"
"6001",1026241,2010,"electricity"
"6002",631533,2010,"electricity"
"6003",453264,2010,"electricity"
"6004",882647,2010,"electricity"
"6005",369865,2010,"electricity"
"6006",1027936,2010,"electricity"
"4611",432894,2011,"gas"
"4612",34456,2011,"gas"
"4613",141301,2011,"gas"
"4614",259371,2011,"gas"
"4615",186872,2011,"gas"
"4616",2344,2011,"gas"
"4617",157460,2011,"gas"
"4621",171061,2011,"gas"
"4622",42644,2011,"gas"
"4623",94440,2011,"gas"
"4624",212322,2011,"gas"
"4625",114163,2011,"gas"
"4651",479386,2011,"gas"
"4652",6390,2011,"gas"
"4655",35351,2011,"gas"
"4661",470138,2011,"gas"
"4664",94295,2011,"gas"
"4681",91375,2011,"gas"
"4701",378439,2011,"gas"
"4702",576344,2011,"gas"
"4703",325719,2011,"gas"
"4704",63623,2011,"gas"
"4705",45344,2011,"gas"
"4706",421543,2011,"gas"
"4707",512638,2011,"gas"
"4708",251840,2011,"gas"
"4709",62354,2011,"gas"
"4715",6067,2011,"gas"
"4724",2633,2011,"gas"
"4751",309561,2011,"gas"
"4754",58592,2011,"gas"
"4756",116531,2011,"gas"
"4761",515398,2011,"gas"
"4762",56914,2011,"gas"
"4765",73469,2011,"gas"
"4771",22608,2011,"gas"
"4772",7497,2011,"gas"
"4781",8660,2011,"gas"
"4811",613337,2011,"gas"
"4812",301752,2011,"gas"
"4813",320372,2011,"gas"
"4814",333251,2011,"gas"
"4815",141981,2011,"gas"
"4816",170261,2011,"gas"
"4817",544707,2011,"gas"
"4818",387511,2011,"gas"
"4819",142555,2011,"gas"
"4824",13924,2011,"gas"
"4825",43810,2011,"gas"
"4826",54693,2011,"gas"
"4827",87351,2011,"gas"
"4834",340103,2011,"gas"
"4835",313713,2011,"gas"
"4836",70262,2011,"gas"
"4837",138967,2011,"gas"
"4838",57301,2011,"gas"
"4839",24405,2011,"gas"
"4847",284395,2011,"gas"
"4849",6517,2011,"gas"
"4851",251610,2011,"gas"
"4854",302162,2011,"gas"
"4855",42438,2011,"gas"
"4856",21493,2011,"gas"
"4858",20470,2011,"gas"
"4871",368446,2011,"gas"
"4872",296724,2011,"gas"
"4873",231133,2011,"gas"
"4874",105058,2011,"gas"
"4875",92421,2011,"gas"
"4876",232489,2011,"gas"
"4877",6928,2011,"gas"
"4879",72493,2011,"gas"
"4881",364953,2011,"gas"
"4882",90421,2011,"gas"
"4884",95948,2011,"gas"
"4885",89885,2011,"gas"
"4891",277383,2011,"gas"
"4904",3072,2011,"gas"
"4909",1791,2011,"gas"
"5011",212281,2011,"gas"
"5012",132491,2011,"gas"
"5013",56781,2011,"gas"
"5014",353928,2011,"gas"
"5015",80340,2011,"gas"
"5017",211344,2011,"gas"
"5018",125079,2011,"gas"
"5021",408917,2011,"gas"
"5022",216013,2011,"gas"
"5025",444575,2011,"gas"
"5026",41819,2011,"gas"
"5032",282985,2011,"gas"
"5037",365261,2011,"gas"
"5038",450623,2011,"gas"
"5041",264943,2011,"gas"
"5042",380924,2011,"gas"
"5044",209348,2011,"gas"
"5046",301689,2011,"gas"
"5047",13367,2011,"gas"
"5048",41455,2011,"gas"
"5049",94546,2011,"gas"
"5051",611747,2011,"gas"
"5052",110645,2011,"gas"
"5053",23803,2011,"gas"
"5061",521384,2011,"gas"
"5062",332938,2011,"gas"
"5063",37891,2011,"gas"
"5101",146075,2011,"gas"
"5102",166156,2011,"gas"
"5103",198869,2011,"gas"
"5104",261640,2011,"gas"
"5105",23738,2011,"gas"
"5106",54433,2011,"gas"
"5107",49079,2011,"gas"
"5121",475015,2011,"gas"
"5122",101014,2011,"gas"
"5124",45164,2011,"gas"
"5125",21605,2011,"gas"
"5126",322720,2011,"gas"
"5141",295622,2011,"gas"
"5142",300924,2011,"gas"
"5143",189055,2011,"gas"
"5144",380854,2011,"gas"
"5145",94495,2011,"gas"
"5146",50804,2011,"gas"
"5151",534365,2011,"gas"
"5152",172419,2011,"gas"
"5154",92990,2011,"gas"
"5161",399799,2011,"gas"
"5171",547790,2011,"gas"
"5172",78252,2011,"gas"
"5175",224091,2011,"gas"
"5176",37184,2011,"gas"
"5211",599528,2011,"gas"
"5212",285581,2011,"gas"
"5213",287197,2011,"gas"
"5215",175123,2011,"gas"
"5216",254850,2011,"gas"
"5221",227357,2011,"gas"
"5222",89054,2011,"gas"
"5223",308075,2011,"gas"
"5224",278520,2011,"gas"
"5231",362046,2011,"gas"
"5232",53766,2011,"gas"
"5233",271204,2011,"gas"
"5234",27585,2011,"gas"
"5235",243288,2011,"gas"
"5236",200535,2011,"gas"
"5237",266317,2011,"gas"
"5241",279003,2011,"gas"
"5242",231886,2011,"gas"
"5243",116847,2011,"gas"
"5244",93440,2011,"gas"
"5245",49800,2011,"gas"
"5246",209014,2011,"gas"
"5247",158513,2011,"gas"
"5248",72988,2011,"gas"
"5249",44055,2011,"gas"
"5251",462140,2011,"gas"
"5252",64231,2011,"gas"
"5253",130995,2011,"gas"
"5254",92499,2011,"gas"
"5256",2376,2011,"gas"
"5258",451173,2011,"gas"
"5262",4478,2011,"gas"
"5271",461366,2011,"gas"
"5272",56096,2011,"gas"
"5275",193072,2011,"gas"
"5281",332765,2011,"gas"
"5282",234350,2011,"gas"
"5283",389699,2011,"gas"
"5291",56388,2011,"gas"
"5292",10119,2011,"gas"
"5293",28615,2011,"gas"
"5294",6960,2011,"gas"
"5296",88461,2011,"gas"
"5298",223714,2011,"gas"
"5341",283136,2011,"gas"
"5342",294043,2011,"gas"
"5343",242378,2011,"gas"
"5344",310717,2011,"gas"
"5345",495708,2011,"gas"
"5346",205952,2011,"gas"
"5347",50503,2011,"gas"
"5348",354117,2011,"gas"
"5349",80429,2011,"gas"
"5351",331366,2011,"gas"
"5366",68646,2011,"gas"
"5367",43513,2011,"gas"
"5368",40458,2011,"gas"
"5371",242286,2011,"gas"
"5373",149998,2011,"gas"
"5381",32116,2011,"gas"
"5382",56002,2011,"gas"
"5383",20839,2011,"gas"
"5384",487024,2011,"gas"
"5386",230741,2011,"gas"
"5391",162804,2011,"gas"
"5392",28360,2011,"gas"
"5394",54683,2011,"gas"
"5395",10067,2011,"gas"
"5396",44064,2011,"gas"
"5397",118853,2011,"gas"
"5398",61144,2011,"gas"
"5473",3415,2011,"gas"
"5482",2262,2011,"gas"
"5551",331222,2011,"gas"
"5552",296888,2011,"gas"
"5553",101230,2011,"gas"
"5554",452099,2011,"gas"
"5555",170595,2011,"gas"
"5556",35204,2011,"gas"
"5571",506543,2011,"gas"
"5661",31333,2011,"gas"
"5662",161363,2011,"gas"
"5663",248604,2011,"gas"
"5664",228731,2011,"gas"
"5665",141715,2011,"gas"
"5666",162171,2011,"gas"
"5667",194658,2011,"gas"
"5766",21808,2011,"gas"
"5768",313517,2011,"gas"
"5800",2875,2011,"gas"
"5801",429750,2011,"gas"
"5802",315963,2011,"gas"
"5803",214156,2011,"gas"
"5804",64912,2011,"gas"
"5807",75157,2011,"gas"
"5808",54274,2011,"gas"
"5809",108243,2011,"gas"
"5811",43681,2011,"gas"
"5812",21901,2011,"gas"
"5813",150631,2011,"gas"
"5814",15993,2011,"gas"
"5815",41852,2011,"gas"
"5817",8290,2011,"gas"
"5851",99490,2011,"gas"
"5853",81283,2011,"gas"
"5854",225258,2011,"gas"
"5855",123905,2011,"gas"
"5856",56972,2011,"gas"
"5861",92512,2011,"gas"
"5862",19572,2011,"gas"
"5863",49861,2011,"gas"
"5864",84359,2011,"gas"
"5865",48215,2011,"gas"
"5866",60138,2011,"gas"
"5871",47887,2011,"gas"
"5872",46367,2011,"gas"
"5911",264057,2011,"gas"
"5912",315511,2011,"gas"
"5913",362230,2011,"gas"
"5914",255130,2011,"gas"
"5915",193499,2011,"gas"
"5916",164565,2011,"gas"
"5921",254780,2011,"gas"
"5922",191031,2011,"gas"
"5923",69416,2011,"gas"
"5924",121455,2011,"gas"
"5925",96022,2011,"gas"
"5926",123599,2011,"gas"
"5927",42073,2011,"gas"
"5928",71437,2011,"gas"
"5931",357605,2011,"gas"
"5932",222258,2011,"gas"
"5935",157625,2011,"gas"
"5941",241790,2011,"gas"
"5943",51885,2011,"gas"
"5944",143734,2011,"gas"
"5951",203643,2011,"gas"
"5953",411886,2011,"gas"
"5954",115847,2011,"gas"
"5961",504214,2011,"gas"
"5962",78320,2011,"gas"
"5963",82430,2011,"gas"
"5964",71007,2011,"gas"
"5966",88201,2011,"gas"
"5971",223159,2011,"gas"
"5973",106801,2011,"gas"
"5975",283169,2011,"gas"
"5976",53085,2011,"gas"
"5977",10890,2011,"gas"
"5981",331342,2011,"gas"
"5984",47116,2011,"gas"
"5985",69055,2011,"gas"
"5986",102894,2011,"gas"
"5987",39240,2011,"gas"
"5988",231471,2011,"gas"
"5991",270369,2011,"gas"
"5993",273854,2011,"gas"
"5995",222782,2011,"gas"
"6006",1778,2011,"gas"
"6011",59297,2011,"gas"
"6012",19731,2011,"gas"
"6013",60632,2011,"gas"
"6014",91189,2011,"gas"
"6015",65511,2011,"gas"
"6017",143647,2011,"gas"
"6019",110721,2011,"gas"
"6031",388233,2011,"gas"
"6034",59777,2011,"gas"
"6035",161150,2011,"gas"
"6037",52061,2011,"gas"
"6039",217361,2011,"gas"
"6041",545763,2011,"gas"
"6042",429437,2011,"gas"
"6043",357117,2011,"gas"
"6044",92318,2011,"gas"
"6045",251209,2011,"gas"
"6049",224200,2011,"gas"
"6050",4663,2011,"gas"
"6051",343989,2011,"gas"
"6061",190665,2011,"gas"
"6063",111347,2011,"gas"
"6065",142904,2011,"gas"
"6067",192653,2011,"gas"
"6071",399687,2011,"gas"
"6074",170936,2011,"gas"
"6075",190423,2011,"gas"
"6077",157456,2011,"gas"
"6081",191941,2011,"gas"
"6082",46925,2011,"gas"
"6083",34402,2011,"gas"
"6085",176018,2011,"gas"
"6086",162652,2011,"gas"
"6088",202307,2011,"gas"
"6089",27881,2011,"gas"
"6091",32336,2011,"gas"
"6092",10737,2011,"gas"
"6093",287649,2011,"gas"
"6095",115386,2011,"gas"
"6096",63126,2011,"gas"
"6097",198467,2011,"gas"
"6099",83107,2011,"gas"
"6101",468905,2011,"gas"
"6102",224140,2011,"gas"
"6104",89038,2011,"gas"
"6105",48971,2011,"gas"
"6107",82809,2011,"gas"
"6109",52320,2011,"gas"
"6111",22797,2011,"gas"
"6112",31875,2011,"gas"
"6114",364800,2011,"gas"
"6116",84475,2011,"gas"
"6118",139708,2011,"gas"
"6121",226402,2011,"gas"
"6122",106277,2011,"gas"
"6123",67463,2011,"gas"
"6124",41398,2011,"gas"
"6125",90235,2011,"gas"
"6127",120368,2011,"gas"
"6129",249675,2011,"gas"
"6131",267800,2011,"gas"
"6132",243502,2011,"gas"
"6133",172247,2011,"gas"
"6134",118621,2011,"gas"
"6135",157789,2011,"gas"
"6136",349062,2011,"gas"
"6137",347419,2011,"gas"
"6141",122388,2011,"gas"
"6142",66120,2011,"gas"
"6143",58523,2011,"gas"
"6151",240409,2011,"gas"
"6153",6851,2011,"gas"
"6155",92125,2011,"gas"
"6161",258013,2011,"gas"
"6162",145234,2011,"gas"
"6163",315731,2011,"gas"
"6164",209055,2011,"gas"
"6165",226765,2011,"gas"
"6166",241302,2011,"gas"
"6171",532713,2011,"gas"
"6174",40643,2011,"gas"
"6176",157942,2011,"gas"
"6181",396590,2011,"gas"
"6191",603126,2011,"gas"
"6211",557003,2011,"gas"
"6212",281725,2011,"gas"
"6213",219537,2011,"gas"
"6214",176449,2011,"gas"
"6215",242773,2011,"gas"
"6216",221634,2011,"gas"
"6217",338184,2011,"gas"
"6218",241335,2011,"gas"
"6219",56839,2011,"gas"
"6221",303938,2011,"gas"
"6222",250070,2011,"gas"
"6223",137092,2011,"gas"
"6224",306661,2011,"gas"
"6225",211394,2011,"gas"
"6226",306466,2011,"gas"
"6227",322834,2011,"gas"
"6228",195037,2011,"gas"
"6229",227726,2011,"gas"
"6231",370328,2011,"gas"
"6235",165569,2011,"gas"
"6237",25160,2011,"gas"
"6241",245515,2011,"gas"
"6243",134061,2011,"gas"
"6245",367753,2011,"gas"
"6247",166830,2011,"gas"
"6251",16174,2011,"gas"
"6252",12119,2011,"gas"
"6255",66897,2011,"gas"
"6261",53101,2011,"gas"
"6262",53038,2011,"gas"
"6265",70892,2011,"gas"
"6267",189380,2011,"gas"
"6268",22302,2011,"gas"
"6269",203245,2011,"gas"
"6271",164079,2011,"gas"
"6273",7779,2011,"gas"
"6274",35969,2011,"gas"
"6277",23096,2011,"gas"
"6278",3307,2011,"gas"
"6281",117484,2011,"gas"
"6285",70323,2011,"gas"
"6286",92802,2011,"gas"
"6287",92092,2011,"gas"
"6289",3011,2011,"gas"
"6291",311085,2011,"gas"
"6294",71918,2011,"gas"
"6295",52555,2011,"gas"
"6301",599734,2011,"gas"
"6305",80644,2011,"gas"
"6307",10864,2011,"gas"
"6311",39055,2011,"gas"
"6312",10175,2011,"gas"
"6321",118937,2011,"gas"
"6325",238383,2011,"gas"
"6333",173907,2011,"gas"
"6336",217966,2011,"gas"
"6342",2796,2011,"gas"
"6343",182725,2011,"gas"
"6351",242209,2011,"gas"
"6353",2917,2011,"gas"
"6361",277901,2011,"gas"
"6363",91042,2011,"gas"
"6365",119291,2011,"gas"
"6367",400715,2011,"gas"
"6369",271497,2011,"gas"
"6371",281704,2011,"gas"
"6372",431518,2011,"gas"
"6373",381664,2011,"gas"
"6374",528992,2011,"gas"
"6411",359239,2011,"gas"
"6412",339787,2011,"gas"
"6413",401313,2011,"gas"
"6414",334699,2011,"gas"
"6415",277739,2011,"gas"
"6416",282490,2011,"gas"
"6417",312539,2011,"gas"
"6418",297426,2011,"gas"
"6419",200681,2011,"gas"
"6422",3699,2011,"gas"
"6431",418807,2011,"gas"
"6432",193430,2011,"gas"
"6433",202322,2011,"gas"
"6436",133140,2011,"gas"
"6438",176381,2011,"gas"
"6439",48493,2011,"gas"
"6441",300580,2011,"gas"
"6442",126650,2011,"gas"
"6443",192325,2011,"gas"
"6444",255628,2011,"gas"
"6445",134934,2011,"gas"
"6446",198978,2011,"gas"
"6447",97808,2011,"gas"
"6451",230194,2011,"gas"
"6454",30957,2011,"gas"
"6456",39622,2011,"gas"
"6461",348504,2011,"gas"
"6462",287226,2011,"gas"
"6463",198452,2011,"gas"
"6464",170083,2011,"gas"
"6465",81211,2011,"gas"
"6466",378941,2011,"gas"
"6467",238244,2011,"gas"
